band_singer,ranking,song,title,genre,year
"[""The O'Jays""]",52,I Love Music,I Love Music,"['R&B', 'Philadelphia soul', 'disco']",1976
Fleetwood Mac,53,Say You Love Me,Say You Love Me,['Soft rock'],1976
Paul Anka,54,Times of Your Life,Times of Your Life,['Pop'],1976
Cliff Richard,55,Devil Woman,Devil Woman,['Pop rock'],1976
Elvin Bishop,56,Fooled Around and Fell in Love,Fooled Around and Fell in Love,['Southern rocksoft rock'],1976
C. W. McCall,57,Convoy,Convoy,"['Country rap', 'truck-driving country']",1976
John Sebastian,58,Welcome Back,Welcome Back,"['Folk rock', 'blues rock']",1976
"Earth, Wind & Fire",59,Sing a Song,Sing a Song,"['R&B', 'soul', 'funk', 'disco']",1976
Tavares,60,Heaven Must Be Missing an Angel,Heaven Must Be Missing an Angel,"['Disco', 'soul']",1976
The Brothers Johnson,61,"[""I'll Be Good to You""]",I'll Be Good to You,"['R&B', 'disco']",1976
The Beach Boys,62,Rock and Roll Music,Rock and Roll Music,['Rock and roll'],1976
Captain & Tennille,63,Shop Around,Shop Around,['Soul'],1976
Bay City Rollers,64,Saturday Night,Saturday Night,['Bubblegum'],1976
Elton John,65,Island Girl,Island Girl,[],1976
The Staple Singers,66,"[""Let's Do It Again""]",Let's Do It Again,['Soul'],1976
Wings,67,"[""Let 'Em In""]",Let 'Em In,"['Soft rock', 'march']",1976
Wing and a Prayer Fife and Drum Corps,68,Baby Face,Baby Face,['Rock & Roll'],1976
George Benson,69,This Masquerade,This Masquerade,"['R&B', 'smooth jazz']",1976
Electric Light Orchestra,70,Evil Woman,Evil Woman,[],1976
Silver,71,Wham Bam,Wham Bam,['Pop rock'],1976
Keith Carradine,72,"[""I'm Easy""]",I'm Easy,['Folk pop'],1976
Harold Melvin & the Blue Notes,73,Wake Up Everybody,Wake Up Everybody,"['R&B', 'soul']",1976
War,74,Summer,Summer,['R&B'],1976
John Travolta,75,Let Her In,Let Her In,['Soft rock'],1976
Sweet,76,Fox on the Run,Fox on the Run,['Glam rock'],1976
Fleetwood Mac,77,Rhiannon,Rhiannon,"['Rock', 'soft rock', 'blues rock']",1976
The Beatles,78,Got to Get You into My Life,Got to Get You into My Life,"['Rock', 'R&B', 'soul']",1976
Bee Gees,79,Fanny (Be Tender with My Love),Fanny (Be Tender with My Love),"['R&B', 'soul', 'soft rock']",1976
"Earth, Wind & Fire",80,Getaway,Getaway,"['R&B', 'soul', 'funk', 'disco']",1976
Hall & Oates,81,"[""She's Gone""]",She's Gone,['Soul'],1976
Orleans,82,Still the One,Still the One,['Soft rock'],1976
Queen,83,"[""You're My Best Friend""]",You're My Best Friend,"['Rock', 'pop', 'twee pop']",1976
Jefferson Starship,84,With Your Love,With Your Love,"['Rock', 'soft rock']",1976
Foghat,85,Slow Ride,Slow Ride,"['Hard rock', 'blues rock']",1976
Ohio Players,86,"[""Who'd She Coo?""]",Who'd She Coo?,"['R&B', 'funk']",1976
Thin Lizzy,87,The Boys Are Back in Town,The Boys Are Back in Town,['Hard rockblues rock'],1976
David Ruffin,88,Walk Away from Love,Walk Away from Love,"['R&B', 'Soul']",1976
Peter Frampton,89,"Baby, I Love Your Way (Live)","Baby, I Love Your Way (Live)","['Arena rock', 'soft rock']",1976
Candi Staton,90,Young Hearts Run Free,Young Hearts Run Free,"['Disco', 'R&B', 'soul']",1976
Neil Sedaka,91,Breaking Up Is Hard to Do,Breaking Up Is Hard to Do,"['Brill Building', 'doo-wop']",1976
Bay City Rollers,92,Money Honey,Money Honey,"['Hard rock', 'glam rock', 'power pop', 'pop rock']",1976
Parliament,93,Give Up the Funk (Tear the Roof off the Sucker),Give Up the Funk (Tear the Roof off the Sucker),['Funk'],1976
Larry Groce,94,Junk Food Junkie,Junk Food Junkie,['Novelty'],1976
Barry Manilow,95,"[""Tryin' to Get the Feeling Again""]",Tryin' to Get the Feeling Again,['Soft rock'],1976
Kiss,96,Rock and Roll All Nite,Rock and Roll All Nite,['Hard rock'],1976
Rick Dees,97,Disco Duck,Disco Duck,"['Disco', 'novelty']",1976
Steve Miller Band,98,Take the Money and Run,Take the Money and Run,['Rock'],1976
The Who,99,Squeeze Box,Squeeze Box,[],1976
Glen Campbell,100,Country Boy (You Got Your Feet in L.A.),Country Boy (You Got Your Feet in L.A.),['Country'],1976
Rod Stewart,1,"[""Tonight's the Night (Gonna Be Alright)""]",Tonight's the Night (Gonna Be Alright),['Soft rock'],1977
Andy Gibb,2,I Just Want to Be Your Everything,I Just Want to Be Your Everything,['Disco'],1977
The Emotions,3,Best of My Love,Best of My Love,"['Disco', 'R&B', 'funk', 'soul']",1977
Barbra Streisand,4,[None],None,['Vocal pop'],1977
Hot,5,Angel in Your Arms,Angel in Your Arms,['Southern soul'],1977
Kenny Nolan,6,"[""I Like Dreamin'""]",I Like Dreamin',['Soft rock'],1977
Thelma Houston,7,"[""Don't Leave Me This Way""]",Don't Leave Me This Way,"['Rhythm and blues', 'soul', 'disco']",1977
Rita Coolidge,8,(Your Love Has Lifted Me) Higher and Higher,(Your Love Has Lifted Me) Higher and Higher,['Chicago soul'],1977
"[""Alan O'Day""]",9,Undercover Angel,Undercover Angel,['Pop'],1977
Mary MacGregor,10,Torn Between Two Lovers,Torn Between Two Lovers,['Soft rock'],1977
KC and the Sunshine Band,11,"[""I'm Your Boogie Man""]",I'm Your Boogie Man,['Disco'],1977
ABBA,12,Dancing Queen,Dancing Queen,"['Disco', 'Europop']",1977
Leo Sayer,13,You Make Me Feel Like Dancing,You Make Me Feel Like Dancing,['Disco'],1977
Jimmy Buffett,14,Margaritaville,Margaritaville,['Tropical rock'],1977
Electric Light Orchestra,15,Telephone Line,Telephone Line,['Progressive pop'],1977
Pablo Cruise,16,Whatcha Gonna Do?,Whatcha Gonna Do?,"['Rock', 'disco']",1977
Peter McCann,17,Do You Wanna Make Love,Do You Wanna Make Love,['Soft rock'],1977
Stevie Wonder,18,Sir Duke,Sir Duke,"['Funk', 'R&B', 'pop']",1977
Eagles,19,Hotel California,Hotel California,['Rock'],1977
Marvin Gaye,20,Got to Give It Up,Got to Give It Up,"['Funk', 'disco']",1977
Bill Conti,21,Gonna Fly Now,Gonna Fly Now,"['Rock', 'Philly soul', 'symphonic rock']",1977
Glen Campbell,22,Southern Nights,Southern Nights,['New Orleans R&B'],1977
Hall & Oates,23,Rich Girl,Rich Girl,['Blue-eyed soulsoft rock'],1977
Leo Sayer,24,When I Need You,When I Need You,['Soft rock'],1977
The Sylvers,25,Hot Line,Hot Line,"['Soul', 'disco']",1977
Rose Royce,26,Car Wash,Car Wash,"['Disco', 'funk']",1977
Marilyn McCoo,27,"[""You Don't Have to Be a Star (To Be in My Show)""]",You Don't Have to Be a Star (To Be in My Show),"['Pop– soul', 'disco']",1977
Steve Miller Band,28,Fly Like an Eagle,Fly Like an Eagle,[],1977
David Soul,29,"[""Don't Give Up on Us""]",Don't Give Up on Us,['Soft rock'],1977
Stephen Bishop,30,On and On,On and On,['Soft rock'],1977
Foreigner,31,Feels Like the First Time,Feels Like the First Time,"['Rock', 'hard rock', 'corporate rock']",1977
Climax Blues Band,32,"[""Couldn't Get It Right""]",Couldn't Get It Right,"['Blues rock', '', 'funk rock', '']",1977
Commodores,33,Easy,Easy,['Pop-soul'],1977
Jennifer Warnes,34,Right Time of the Night,Right Time of the Night,"['Soft rock', 'adult contemporary']",1977
Natalie Cole,35,"[""I've Got Love on My Mind""]",I've Got Love on My Mind,"['R&B', 'soul']",1977
"[""Manfred Mann's Earth Band""]",36,Blinded by the Light,Blinded by the Light,['Folk rock'],1977
Barry Manilow,37,Looks Like We Made It,Looks Like We Made It,['Soft rock'],1977
Atlanta Rhythm Section,38,So in to You,So in to You,['Soft rock'],1977
Fleetwood Mac,39,Dreams,Dreams,['Soft rock'],1977
The Jacksons,40,Enjoy Yourself,Enjoy Yourself,"['Philadelphia soul', 'funk']",1977
Brick,41,Dazz,Dazz,"['Disco', 'funk', 'jazz']",1977
Peter Frampton,42,"[""I'm in You""]",I'm in You,['Soft rock'],1977
Kenny Rogers,43,Lucille,Lucille,['Country'],1977
10cc,44,The Things We Do for Love,The Things We Do for Love,"['Soft rock', 'progressive pop']",1977
Shaun Cassidy,45,Da Doo Ron Ron,Da Doo Ron Ron,"['R&B', 'pop', 'rock and roll']",1977
James Taylor,46,Handy Man,Handy Man,['Rock and roll'],1977
"Crosby, Stills & Nash",47,Just a Song Before I Go,Just a Song Before I Go,"['Folk rock', 'soft rock']",1977
Alice Cooper,48,You and Me,You and Me,['Soft rock'],1977
Johnny Rivers,49,"[""Swayin' to the Music (Slow Dancing)""]",Swayin' to the Music (Slow Dancing),['Soft rock'],1977
Andrew Gold,50,Lonely Boy,Lonely Boy,"['Soft rock', 'rock and roll']",1977
Stevie Wonder,51,I Wish,I Wish,"['Funk', 'pop']",1977
Fleetwood Mac,52,"[""Don't Stop""]",Don't Stop,['Pop rock'],1977
Heart,53,Barracuda,Barracuda,"['Hard rock', 'heavy metal']",1977
The Brothers Johnson,54,Strawberry Letter 23,Strawberry Letter 23,['Psychedelic soul'],1977
Bob Seger & The Silver Bullet Band,55,Night Moves,Night Moves,"['Heartland rock', 'soft rock']",1977
Helen Reddy,56,"[""You're My World""]",You're My World,['Easy listening'],1977
The Marshall Tucker Band,57,Heard It in a Love Song,Heard It in a Love Song,['Country rock'],1977
Kansas,58,Carry On Wayward Son,Carry On Wayward Son,['Progressive rock'],1977
Eagles,59,New Kid in Town,New Kid in Town,['Yacht rock'],1977
Barbra Streisand,60,My Heart Belongs to Me,My Heart Belongs to Me,['Traditional pop'],1977
Engelbert Humperdinck,61,"[""After the Lovin'""]",After the Lovin',"['Pop', 'easy listening']",1977
Steve Miller Band,62,Jet Airliner,Jet Airliner,['Blues rockrock and rollheartland rock'],1977
Burton Cummings,63,Stand Tall,Stand Tall,['Pop'],1977
Elvis Presley,64,Way Down,Way Down,['Rock'],1977
Barry Manilow,65,Weekend in New England,Weekend in New England,"['Orchestral pop', 'soft rock']",1977
Ronnie Milsap,66,It Was Almost Like a Song,It Was Almost Like a Song,"['Country', 'pop']",1977
Sanford-Townsend Band,67,Smoke from a Distant Fire,Smoke from a Distant Fire,"['Pop rock', 'jazz fusion']",1977
Foreigner,68,Cold as Ice,Cold as Ice,['Synth-rock'],1977
Dean Friedman,69,Ariel,Ariel,['Soft rock'],1977
Bread,70,Lost Without Your Love,Lost Without Your Love,['Soft rock'],1977
Meco,71,Star Wars Theme/Cantina Band,Star Wars Theme/Cantina Band,['Discoinstrumental'],1977
The Floaters,72,Float On,Float On,['Soul'],1977
Lord David Dundas,73,Jeans On,Jeans On,['Pop'],1977
Boz Scaggs,74,Lido Shuffle,Lido Shuffle,"['Pop rock', 'blue-eyed soul']",1977
KC and the Sunshine Band,75,"[""Keep It Comin' Love""]",Keep It Comin' Love,['Disco'],1977
Bay City Rollers,76,You Made Me Believe in Magic,You Made Me Believe in Magic,"['Pop', 'disco']",1977
Electric Light Orchestra,77,"[""Livin' Thing""]",Livin' Thing,[],1977
Supertramp,78,Give a Little Bit,Give a Little Bit,"['Progressive pop', 'folk rock', 'soft rock']",1977
Shaun Cassidy,79,s Rock ,That's Rock 'n' Roll,['Power pop'],1977
Bee Gees,80,Love So Right,Love So Right,['R&B'],1977
The Spinners,81,The Rubberband Man,The Rubberband Man,"['Soul', 'funk', 'Philly soul']",1977
Alice Cooper,82,I Never Cry,I Never Cry,['Soft rock'],1977
Carly Simon,83,Nobody Does It Better,Nobody Does It Better,['Pop rock'],1977
The Sylvers,84,High School Dance,High School Dance,"['Soul', 'Disco']",1977
Kenny Nolan,85,"[""Love's Grown Deep""]",Love's Grown Deep,['Pop'],1977
Joe Tex,86,"[""Ain't Gonna Bump No More (With No Big Fat Woman)""]",Ain't Gonna Bump No More (With No Big Fat Woman),"['Funk', 'disco', 'R&B', 'comedy']",1977
Rose Royce,87,I Wanna Get Next to You,I Wanna Get Next to You,['Soul'],1977
Queen,88,Somebody to Love,Somebody to Love,"['Rock', 'gospel']",1977
Captain & Tennille,89,Muskrat Love,Muskrat Love,['Soft rock'],1977
Aerosmith,90,Walk This Way,Walk This Way,['Hard rock'],1977
"[""Dr. Buzzard's Original Savannah Band""]",91,Cherchez La Femme,Cherchez La Femme,"['Disco', 'pop', 'big band']",1977
Al Stewart,92,Year of the Cat,Year of the Cat,"['Soft rock', 'progressive pop']",1977
Heatwave,93,Boogie Nights,Boogie Nights,['Disco'],1977
Fleetwood Mac,94,Go Your Own Way,Go Your Own Way,['Rock'],1977
Elton John,95,Sorry Seems to Be the Hardest Word,Sorry Seems to Be the Hardest Word,[],1977
B.J. Thomas,96,"[""Don't Worry Baby""]",Don't Worry Baby,['Pop'],1977
ABBA,97,"Knowing Me, Knowing You","Knowing Me, Knowing You","['Europop', 'soft rock']",1977
Leo Sayer,98,How Much Love,How Much Love,['Pop'],1977
London Symphony Orchestra,99,Star Wars (Main Title),Star Wars (Main Title),['Film score'],1977
C.J. & Company,100,"[""Devil's Gun""]",Devil's Gun,['Disco'],1977
Andy Gibb,1,Shadow Dancing,Shadow Dancing,['Disco'],1978
Bee Gees,2,Night Fever,Night Fever,['Disco'],1978
Debby Boone,3,You Light Up My Life,You Light Up My Life,['Pop'],1978
Bee Gees,4,"[""Stayin' Alive""]",Stayin' Alive,['Disco'],1978
Exile,5,Kiss You All Over,Kiss You All Over,"['Soft rock', 'disco']",1978
Bee Gees,6,How Deep Is Your Love,How Deep Is Your Love,['Soft rock'],1978
Player,7,Baby Come Back,Baby Come Back,"['Soft rock', 'blue-eyed soul']",1978
Andy Gibb,8,(Love Is) Thicker Than Water,(Love Is) Thicker Than Water,"['Disco', 'funk', 'soul']",1978
A Taste of Honey,9,Boogie Oogie Oogie,Boogie Oogie Oogie,"['Disco', 'funk']",1978
Commodores,10,Three Times a Lady,Three Times a Lady,"['Adult contemporary', '', 'pop']",1978
Frankie Valli,11,Grease,Grease,['Funkdiscopop'],1978
Paul Davis,12,I Go Crazy,I Go Crazy,['Soft rock'],1978
John Travolta,13,"[""You're the One That I Want""]",You're the One That I Want,['Popdisco'],1978
Samantha Sang,14,Emotion,Emotion,"['Soul', 'R&B', 'disco']",1978
Eric Clapton,15,Lay Down Sally,Lay Down Sally,"['Roots rock', 'country rock']",1978
The Rolling Stones,16,Miss You,Miss You,"['Disco', 'soul', 'disco rock']",1978
Billy Joel,17,Just the Way You Are,Just the Way You Are,"['Soft rock', 'smooth jazz']",1978
Wings,18,With a Little Luck,With a Little Luck,['Synth-popsoft rock'],1978
Yvonne Elliman,19,"[""If I Can't Have You""]",If I Can't Have You,['Disco'],1978
Chic,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)","Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",['Disco'],1978
Chuck Mangione,21,Feels So Good,Feels So Good,['Smooth jazz'],1978
Nick Gilder,22,Hot Child in the City,Hot Child in the City,['Power pop'],1978
Sweet,23,Love Is Like Oxygen,Love Is Like Oxygen,['Glam rock'],1978
Bonnie Tyler,24,"[""It's a Heartache""]",It's a Heartache,['Soft rockfolk rock'],1978
Queen,25,We Will Rock You,We Will Rock You/We Are the Champions,['Arena rock'],1978
Gerry Rafferty,26,Baker Street,Baker Street,"['Hard rock', 'jazz rock']",1978
Barry Manilow,27,"[""Can't Smile Without You""]",Can't Smile Without You,['Pop'],1978
Johnny Mathis,28,"Too Much, Too Little, Too Late","Too Much, Too Little, Too Late","['Soul', 'Soft rock', 'R&B']",1978
Peter Brown,29,Dance With Me,Dance With Me,['Disco'],1978
Meat Loaf,30,"[""Two Out of Three Ain't Bad""]",Two Out of Three Ain't Bad,['Soft rock'],1978
Raydio,31,Jack And Jill,Jack And Jill,[],1978
ABBA,32,Take a Chance on Me,Take a Chance on Me,"['Europop', 'disco']",1978
Dan Hill,33,Sometimes When We Touch,Sometimes When We Touch,['Soft rock'],1978
Donna Summer,34,Last Dance,Last Dance,['Disco'],1978
Olivia Newton-John,35,Hopelessly Devoted to You,Hopelessly Devoted to You,['Soft rock'],1978
Foreigner,36,Hot Blooded,Hot Blooded,"['Hard rock', 'power pop']",1978
Rod Stewart,37,"[""You're in My Heart (The Final Acclaim)""]",You're in My Heart (The Final Acclaim),['Pop rock'],1978
Roberta Flack,38,The Closer I Get to You,The Closer I Get to You,"['Soul', 'R&B']",1978
Kansas,39,Dust in the Wind,Dust in the Wind,['Soft rock'],1978
Walter Egan,40,Magnet and Steel,Magnet and Steel,['Soft rock'],1978
Randy Newman,41,Short People,Short People,['Novelty rock'],1978
"[""The O'Jays""]",42,Use ta Be My Girl,Use ta Be My Girl,"['R&B', 'quiet storm', 'philadelphia soul', 'disco']",1978
Natalie Cole,43,Our Love,Our Love,"['R&B', 'soul']",1978
Pablo Cruise,44,Love Will Find a Way,Love Will Find a Way,['Soft rock'],1978
Andy Gibb,45,An Everlasting Love,An Everlasting Love,"['Pop', 'disco', 'easy listening']",1978
John Paul Young,46,Love Is in the Air,Love Is in the Air,['Disco'],1978
David Gates,47,Goodbye Girl,Goodbye Girl,['Soft rock'],1978
Paul Simon,48,"[""Slip Slidin' Away""]",Slip Slidin' Away,"['Soft rock', 'folk rock', 'country pop']",1978
Heatwave,49,The Groove Line,The Groove Line,"['Disco', 'funk']",1978
Jay Ferguson,50,Thunder Island,Thunder Island,['Soft rock'],1978
Atlanta Rhythm Section,51,Imaginary Lover,Imaginary Lover,['Soft rock • Southern rock'],1978
Bob Seger & The Silver Bullet Band,52,Still the Same,Still the Same,['Soft rock'],1978
Toby Beau,53,My Angel Baby,My Angel Baby,"['Pop', 'soft rock']",1978
The Trammps,54,Disco Inferno,Disco Inferno,['Disco'],1978
George Benson,55,On Broadway,On Broadway,['Soul'],1978
Styx,56,Come Sail Away,Come Sail Away,['Progressive rockpop rockhard rock'],1978
L.T.D.,57,(Every Time I Turn Around) Back in Love Again,(Every Time I Turn Around) Back in Love Again,"['R&B', 'funk', 'disco']",1978
Player,58,"[""This Time I'm in It for Love""]",This Time I'm in It for Love,"['Soft rock', 'pop rock']",1978
Carly Simon,59,You Belong to Me,You Belong to Me,['Jazz fusionsoft rockblue-eyed soul'],1978
Dolly Parton,60,Here You Come Again,Here You Come Again,['Country pop'],1978
Linda Ronstadt,61,Blue Bayou,Blue Bayou,['Country pop'],1978
Steely Dan,62,Peg,Peg,['Popart pop'],1978
Anne Murray,63,You Needed Me,You Needed Me,['Soft rock'],1978
"Evelyn ""Champagne"" King",64,Shame,Shame,['DiscoR&B'],1978
Little River Band,65,Reminiscing,Reminiscing,['Soft rock'],1978
Jefferson Starship,66,Count On Me,Count On Me,"['Rock', 'soft rock']",1978
Eddie Money,67,Baby Hold On,Baby Hold On,['Rock'],1978
Shaun Cassidy,68,Hey Deanie,Hey Deanie,['Pop'],1978
John Travolta,69,Summer Nights,Summer Nights,['Popmusical theatre'],1978
Lynyrd Skynyrd,70,"[""What's Your Name""]",What's Your Name,['Southern rock'],1978
Crystal Gayle,71,"[""Don't It Make My Brown Eyes Blue""]",Don't It Make My Brown Eyes Blue,"['Country pop', 'folk jazz']",1978
Patti Smith Group,72,Because the Night,Because the Night,['Rock'],1978
Robert Palmer,73,Every Kinda People,Every Kinda People,"['Blue-eyed soul', 'funk', 'reggae rock', 'calypso']",1978
Barry Manilow,74,Copacabana,Copacabana,"['Disco', 'tropical']",1978
Heatwave,75,Always and Forever,Always and Forever,"['R&B', 'soul']",1978
Rick James,76,You and I,You and I,"['Funk', 'R&B', 'disco']",1978
"Earth, Wind & Fire",77,Serpentine Fire,Serpentine Fire,"['Funk', 'disco']",1978
Bob Welch,78,Sentimental Lady,Sentimental Lady,['Soft rock'],1978
LeBlanc,79,Falling,Falling,['Soft rock'],1978
Santa Esmeralda,80,"[""Don't Let Me Be Misunderstood""]",Don't Let Me Be Misunderstood,"['Blues', 'jazz']",1978
Michael Johnson,81,Bluer Than Blue,Bluer Than Blue,['Soft rock'],1978
Jackson Browne,82,Running on Empty,Running on Empty,['Rock'],1978
Kenny Loggins,83,Friend,Whenever I Call You 'Friend',['Soft rock'],1978
Chris Rea,84,"[""Fool (If You Think It's Over)""]",Fool (If You Think It's Over),['Soft rock'],1978
Foxy,85,Get Off,Get Off,['Disco'],1978
Electric Light Orchestra,86,"[""Sweet Talkin' Woman""]",Sweet Talkin' Woman,"['Pop', 'disco']",1978
Joe Walsh,87,"[""Life's Been Good""]",Life's Been Good,"['Hard rock', 'blues rock', 'reggae rock']",1978
Alicia Bridges,88,I Love the Nightlife,I Love the Nightlife,['Disco'],1978
High Inergy,89,"[""You Can't Turn Me Off (In The Middle Of Turning Me On)""]",You Can't Turn Me Off (In The Middle Of Turning Me On),[],1978
Linda Ronstadt,90,"[""It's So Easy""]",It's So Easy,['Rock and roll'],1978
Odyssey,91,Native New Yorker,Native New Yorker,['Disco'],1978
Parliament,92,Flash Light,Flash Light,['Funk'],1978
Boston,93,"[""Don't Look Back""]",Don't Look Back,['Hard rock'],1978
Electric Light Orchestra,94,Turn to Stone,Turn to Stone,['Rockpop'],1978
Eruption,95,"[""I Can't Stand the Rain""]",I Can't Stand the Rain,"['Soul', 'Memphis soul']",1978
Bob Welch,96,Ebony Eyes,Ebony Eyes,"['Rock', 'disco']",1978
ABBA,97,The Name of the Game,The Name of the Game,['Progressive popart pop'],1978
Rita Coolidge,98,"[""We're All Alone""]",We're All Alone,['Soft rock'],1978
